-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
-0.0007509-0.0033671i,-0.0011733-0.0024324i,-0.00050604-0.00075525i,0.00051088-0.00074073i,-4.0426e-05-0.00061275i,-0.00020055-0.00052393i,0.0003151-0.00031797i,0.00035301-0.00021496i,0.0011098-0.00069152i,0.00097661-0.00091148i,0.00038162-0.00034932i,0.0010429+0.00087655i,0.001828+0.00056607i,0.0015308-0.00020001i,0.0015169+0.00030514i,0.0013366+0.0013262i,0.00029528+0.0014177i,-0.00048113+0.0010304i,-0.00077588+0.00018518i,-0.00049203-0.00040726i,-0.00063083-0.00020931i,-0.00062779-9.7539e-05i,-0.00046317+4.4632e-06i
0.0020705+0.002303i,0.0019678+0.001167i,0.0020104+0.00095272i,0.0018263+0.00092648i,0.0012058+0.00021515i,-3.3399e-05-0.00096122i,-0.0012325-0.0016064i,-0.001334-0.00083897i,4.4472e-05+0.0003619i,0.0019069+0.00031779i,0.0020281+0.00012583i,0.0010767+0.00079602i,0.0012936+0.0010089i,0.00081781+0.0011709i,-0.0008751+0.0012082i,-0.0016329+0.00084686i,-0.00078212+0.00074914i,0.00046346-0.00011608i,0.00069918-0.0006453i,0.00047786-0.00036201i,0.00045326-0.0010367i,0.00072897-0.0004845i,0.00074455-0.00045016i
0.00094137-0.0012257i,0.00035619-0.0017576i,-0.0011167-0.001845i,-0.0011216-0.00069505i,-0.00040535+1.5726e-05i,-0.00017985-0.00094426i,-0.00036809-0.0021129i,-0.0010714-0.0017861i,-0.0009365+4.2477e-05i,-0.00015076+0.0017333i,-2.3316e-05+0.0018036i,0.00017526+0.00049011i,9.3743e-05+8.4341e-05i,-0.00043138+0.00027574i,-0.00036688-0.0004057i,-0.00063005-0.0009231i,-0.00081104-0.00091962i,-0.00072647-0.00018456i,-2.0032e-05+0.00067018i,0.00063455+0.0008883i,0.00036738+0.00059359i,0.00034264+0.000741i,0.00068721+0.00083001i
-0.0010465-0.0019216i,-0.0013287-0.0016077i,-0.002602-0.00023765i,-0.0020066-0.00039062i,0.00085145-0.0010871i,0.0021854-0.0014133i,0.00090036-0.001521i,-0.00037647-0.0012104i,-0.001158-0.00074151i,-0.0010639-2.2419e-05i,-4.7602e-06+0.0011158i,0.0011492+0.0013137i,0.00092987-4.6984e-05i,0.00093795-0.00071207i,0.0013631-0.00020385i,0.00079044-0.00013058i,0.00027907-0.00062718i,0.00021418-0.0010876i,-0.00013044-0.00023387i,0.00016953+7.2956e-05i,0.00025941-0.0001697i,0.00013339-0.00010676i,-0.00032461+0.00088452i
0.0017117-0.00011799i,0.0012707-0.0012057i,-0.00028595-0.00095696i,-0.00012962+3.4796e-05i,0.00045503+0.00053907i,0.00027316+0.00080276i,-0.00023373+0.0008946i,-0.00048536+0.0012485i,-0.00020025+5.1246e-05i,0.00058738-0.0022287i,0.0014427-0.0020116i,0.0014382+0.00016545i,0.0011883+0.00052336i,0.0010125+0.00011821i,0.00025925+0.001249i,0.00023064+0.0020221i,0.00067072+0.000981i,0.00068722-3.5009e-05i,6.2533e-05-4.9434e-06i,-1.2575e-05+0.00019325i,3.7042e-05-0.0001065i,-0.00043224-7.1149e-05i,-0.00041627-0.00045128i
0.0005263-0.0021324i,0.00088158-0.0020861i,0.0011942-0.0022711i,0.00072976-0.0012076i,-0.00099878+1.0114e-05i,-0.0018877-0.00030703i,-0.0017723-0.00034069i,-0.001167+0.00015465i,0.00037509+0.00058745i,0.0019248+0.0010655i,0.0015787+0.00053387i,0.00045456-0.00025413i,0.00019878+0.00016599i,-0.00054434+0.00043821i,-0.00096961+0.0003901i,-0.00013564+0.0010003i,0.0007317+0.0014567i,0.0014599+0.000834i,0.0013239+0.00022404i,0.00048523-3.1901e-05i,-7.1956e-05-0.00013575i,0.00029602-0.00027389i,0.0010209-0.00062684i
0.0012449+0.0015752i,0.0013729+0.0012178i,0.0023551+0.00051979i,0.0017692-0.0011027i,-3.6396e-05-0.0013163i,-0.0016563-0.00066148i,-0.0022526-0.00092512i,-0.0021148-0.00044437i,-0.0016735+0.0013313i,0.0001253+0.0021427i,0.00074037+0.00087884i,0.00039863-0.0005706i,0.0003359-0.00034522i,-0.00032627-0.00019942i,-0.00056803+9.0341e-05i,-0.00052264+0.00044358i,-0.00063618-0.00010396i,-0.00053691-0.00050773i,-0.00036858-0.00023879i,-0.00063473+0.00021799i,-0.00027238+0.00081528i,0.00016288+0.0013844i,0.00016209+0.00082324i
0.0018646+0.0013319i,0.0022892-0.00014594i,0.0022036-0.00095287i,0.0012453-0.00067037i,0.00029579-0.00092211i,0.00051223-0.0016477i,0.0014615-0.0016737i,0.0014121-0.0015532i,0.00047073-0.0019395i,-0.00068197-0.0013086i,-0.00076537-0.00031525i,0.00021682+0.00040559i,7.5311e-05+0.00046159i,-0.00025317-0.00054103i,-0.00061396-0.0010818i,-0.0011262-0.0015416i,-0.00076922-0.0018275i,-0.00039648-0.00074237i,-0.00029028-3.2533e-05i,0.00036761-0.00034417i,0.00032866-0.00051925i,-0.00012524-6.0399e-05i,-0.00048336+0.00042556i
-0.00099762+0.00052936i,-0.00041405-0.00067723i,-0.00057364-0.0014796i,0.00025282-0.0016992i,0.0012728-0.0014267i,0.0011405-0.00057042i,0.00069096+0.00083211i,0.0010868+0.0013306i,0.0027537+4.1586e-05i,0.0031121-0.0012503i,0.0011282-0.00059815i,-0.00025688+0.0010585i,0.00051376+0.00043781i,0.0011154-0.0015567i,0.00094361-0.0019815i,0.00099791-0.0015342i,0.0012436-0.0006081i,0.0014294-0.00056339i,0.00023527-0.00080893i,-0.00032332-0.00012129i,0.00012842-0.00027302i,7.4846e-05-0.00081246i,-0.00089497-0.00060191i
0.002701-0.0014993i,0.0024193-0.0011904i,0.001254-0.0013109i,-0.00014133-0.0012197i,-0.0004449-0.0010174i,-0.0013598-0.00081096i,-0.0031565-0.0002694i,-0.0028025+0.0007195i,2.2485e-05+0.0025633i,0.0013065+0.0033355i,0.001094+0.0020178i,0.00083827+0.00097589i,0.00066612+0.001882i,0.00077961+0.0021149i,0.0016388+0.0014366i,0.0019991+0.0016539i,0.00093757+0.0014698i,-8.1645e-05+0.00076121i,0.00011161+0.00034108i,0.00079549-3.7038e-05i,0.00073738+0.00034278i,0.00075245+0.00024546i,0.0016325-0.00020411i
0.0011874-0.0013663i,-0.00019706-0.0019798i,-0.0014793-0.0014408i,-0.00092294-0.00061742i,-0.00075832-0.0012821i,-0.0014351-0.0023987i,-0.0025655-0.0022267i,-0.0031486-0.0010888i,-0.0027812-2.6808e-05i,-0.0016123-0.00013299i,0.00050504+0.00010236i,0.0019526+0.00050168i,0.0018333+0.00065807i,0.00032922+0.0012726i,-0.00074751+0.0026481i,-0.00089644+0.0028472i,-0.00068228+0.0014234i,-0.00065246+0.00093056i,-0.0011191+0.0013778i,-0.0010761+0.00064519i,-0.00045516-0.00049751i,-0.00061973-0.00051443i,0.00020462+0.00026638i
-0.00037189+0.0035745i,3.4337e-05+0.00187i,8.344e-05+0.00092528i,0.00076488+0.001015i,0.0015468+0.00039433i,0.002007-0.0012258i,0.001444-0.0018411i,0.0011286-0.0013951i,0.0015267-0.0018002i,0.0011071-0.0021395i,0.00062399-0.00099787i,0.00033118+0.00025858i,-0.00020066-4.6662e-05i,-0.001267-0.001268i,-0.0021857-0.0011952i,-0.0024569-0.00086406i,-0.0014032-0.0012976i,-0.0002916-0.0014342i,-0.0010553-0.00058821i,-0.0011751+0.00023081i,-0.00058253-0.00019436i,-0.00081272-0.001026i,-0.00074416-0.00079851i
-0.00055786-0.0024451i,-0.0001394-0.001158i,-0.00057193-0.00067423i,-0.001698-0.00081489i,-0.0017838-0.00058291i,-0.0011721+0.0006146i,-0.00023194+0.0018614i,0.00096855+0.0027348i,0.0022183+0.0025944i,0.0020884+0.00091574i,-0.00014853-0.00067549i,-0.0018432-0.0010839i,-0.00082593-0.0011467i,0.0013461-0.0018999i,0.0026631-0.0031273i,0.002051-0.0038162i,0.00077814-0.002208i,0.00064306-0.00074155i,-2.53e-05-0.0009621i,-0.00017692-0.0012812i,0.00091457-0.0011494i,0.00021048-0.0006373i,-0.0011011-0.0010258i
-0.00076558-0.0044423i,-0.001663-0.00313i,-0.0017911-0.00045571i,-0.00036652+0.0011824i,-0.00023102+0.0013378i,-0.0012037+0.0007928i,-0.0019358+0.00057901i,-0.0022136+0.0014561i,-0.0019588+0.0028186i,-0.0017652+0.0035564i,-0.00085018+0.0020054i,-0.00036561-6.2155e-07i,0.0005157-0.00053497i,0.0020368+2.1329e-05i,0.0031213+0.0012865i,0.0030604+0.0014967i,0.0021051+0.00087839i,0.00056366+0.00066503i,0.00036941+0.00017539i,0.0010038+0.00032135i,0.0011133+0.00080608i,0.0010728+0.00025962i,0.00056142-0.00044441i
0.0012769+0.0042518i,0.0011018+0.0023366i,0.00069552+0.0017649i,0.0011503+0.00087401i,0.0012989-0.0012359i,0.00070081-0.0028768i,-0.00020117-0.0033662i,-0.0011211-0.0027462i,-0.0018252-0.0017132i,-0.00051623-0.0011392i,0.0014452-0.00098029i,0.0016138-0.00072468i,-0.00036052+0.00033983i,-0.0012196+0.0017996i,-0.00026839+0.0031145i,2.278e-05+0.0030991i,-0.00050509+0.0023164i,-0.00081202+0.0011488i,-0.000245+0.0010083i,-0.00027896+0.0011961i,-0.00076151-2.6768e-05i,-0.00049515-0.0003718i,-0.00065835+0.00053914i
-0.0022358-0.0013012i,-0.0012872-0.0012072i,-0.0016095-0.0016647i,-0.001294-0.0012923i,-0.0004416-0.0010172i,0.00074754-0.0014578i,0.0020541-0.0011839i,0.002865-0.0016157i,0.003392-0.002195i,0.0033825-0.0015162i,0.0019397-2.3888e-05i,0.0005318+0.00056971i,-0.00015685+0.00057879i,-0.00090418+0.00028498i,-0.0021495-0.00022673i,-0.0025998-0.0005616i,-0.0017696-0.00013073i,-0.00096434-0.0007256i,-0.00046319-0.00088316i,7.1143e-05-1.1798e-05i,0.00047368-9.3126e-05i,0.00040488+0.00029929i,-0.00043267+0.00083073i
0.00028424-0.0023635i,-7.3394e-06-0.0015853i,9.8116e-05+0.00032945i,-0.00049275+7.1376e-05i,0.00010965-0.00023915i,0.001092+0.00087394i,0.001411+0.0020866i,0.0017385+0.0028697i,0.0021415+0.002986i,0.0027241+0.0023641i,0.0015213+0.0017206i,-0.00013379+0.00075713i,0.00014969-0.00067411i,0.0011553-0.0025771i,0.0016114-0.0034231i,0.001694-0.002622i,0.0020478-0.0019396i,0.0018047-0.0015777i,0.00081438-0.0013603i,0.00071203-0.0011466i,0.001378-0.00050206i,0.00083172-0.00067978i,-4.1025e-06-0.00084369i
0.0060273-0.003192i,0.0044117-0.0045155i,0.0013823-0.0042142i,-0.00050988-0.003201i,-0.0018829-0.0025466i,-0.0033488-0.0018967i,-0.0042484-0.00088586i,-0.0040081+0.00035823i,-0.0029308+0.0011774i,-0.0013646+0.00052306i,0.0001929-0.00093102i,0.0011937-0.0013338i,0.0022616-0.00045395i,0.0031422+0.00082945i,0.0027736+0.0016366i,0.001913+0.0013645i,0.000566+0.00033881i,-0.0011079-0.00019688i,-0.00088878-0.00013163i,-0.00025891-0.0003078i,-0.00022486+0.00033715i,0.00024061+0.00061762i,0.0002644+0.00049688i
0.0011411+0.0043023i,0.00017424+0.00096646i,0.001187-0.0019405i,0.0019297-0.0037882i,0.0011862-0.005287i,-0.0007977-0.0048986i,-0.0020131-0.003402i,-0.0020536-0.0018696i,-0.0018008-0.0018434i,-0.0011146-0.0033762i,-1.5239e-05-0.0034466i,0.00055483-0.0017308i,-0.00051108-0.0012186i,-0.0016734-0.00082594i,-0.00072307+0.0011593i,-0.00023777+0.0014761i,6.4124e-05-0.00031245i,0.00040563-0.00099075i,-2.0792e-05+0.0003392i,0.00088313+0.00082926i,0.001482+0.0004368i,0.00086678+0.00043318i,0.00074725+0.00022082i
0.0012975+0.00094221i,0.0015326+0.00090294i,0.0014716+0.00049043i,0.0021823+0.00018794i,0.0027534-0.00076816i,0.0021685-0.0012612i,0.0014519-0.0013806i,0.0017222-0.00068326i,0.0027902-0.0002431i,0.0022398-0.00061835i,0.00036493-0.0009121i,-0.0013852-0.00044854i,-0.002098-0.0013386i,-0.0021766-0.0024796i,-0.002402-0.0023455i,-0.0014121-0.0013293i,6.1012e-05+0.00022371i,0.00029154+7.4035e-05i,-0.00010612-0.00085992i,-0.00021362-0.00091234i,-0.0003829-0.00087421i,-0.00035994-0.00057648i,0.00022838-0.00045885i
0.0012495-0.0057981i,0.0013947-0.0044815i,0.00081954-0.0018153i,7.5137e-05-0.00043298i,-0.00043875+0.000425i,-0.00068754+0.0021192i,-4.4939e-05+0.0028723i,0.00020463+0.0031564i,-0.00026072+0.0043487i,4.1182e-05+0.00498i,0.00056676+0.0033624i,0.00070047+0.00079732i,0.0015419-0.00075592i,0.0030157-0.0011093i,0.0028111-0.0011112i,0.00097049-0.00079693i,-0.0010523-8.0274e-05i,-0.0012016-0.00040696i,-0.0001819-0.00063093i,8.7607e-05-6.907e-05i,-0.000723+0.00016995i,-0.0010558-0.00039324i,-0.00013827-1.8782e-05i
0.0014503+0.0043901i,0.000747+0.0023468i,-0.00056021-0.00024286i,-0.00049305-0.001431i,-0.0006209-0.00082123i,-0.0016153-0.00014472i,-0.0015573+5.95e-05i,-0.0015373+0.00017426i,-0.0013385+0.00012539i,-0.00073398+0.0013229i,-0.00010937+0.0021924i,0.00032113+0.0019699i,0.00067198+0.002168i,0.0011083+0.0024583i,0.0012409+0.0016689i,0.00013684-0.00030623i,-0.0011187-0.0016939i,-0.0010084-0.0014082i,-0.00047328-0.00066843i,1.658e-05-0.00040978i,-0.00070057-0.00019191i,-0.0013509+3.5198e-05i,-0.0008575-0.00011612i
0.0010769+0.0005327i,0.0024481-0.0010473i,0.0031815-0.0022448i,0.0029069-0.0014815i,0.0026144-0.0022174i,0.0020268-0.0037963i,0.0010958-0.0038954i,0.00042466-0.0025547i,0.0012294-0.0024843i,0.0022328-0.0026208i,0.00094855-0.0011848i,-0.00030082+0.00091705i,-0.0010688+0.0016435i,-0.0020395+0.0021198i,-0.0025447+0.0015213i,-0.0009301-0.0006094i,0.0010906-0.0013367i,0.0013637-0.00076131i,0.00082097-0.00024435i,0.00010811-0.0011811i,3.2318e-05-0.002452i,0.00028025-0.0022198i,0.0002849-0.0013094i
-0.0011316-0.0062163i,-0.0018988-0.0040604i,-0.00034065-0.0011459i,0.00021657-0.00062489i,0.00032984-0.0016192i,0.00084288-0.0016197i,0.0018632-0.0014971i,0.0021351-0.0011124i,0.0017764+0.00020582i,0.0026865-0.00037694i,0.0016777-0.0020913i,-0.00033094-0.0031216i,-0.00018291-0.0040044i,0.00039806-0.0039147i,0.00015698-0.0021717i,0.0010108-0.00047591i,0.0023637+0.00086038i,0.0024258+0.00097021i,0.0010366+0.00058858i,-8.8187e-05+0.0010392i,-0.00011381+0.0012259i,0.00044305+0.00055615i,0.0012721+0.00015512i
0.0046183+0.0040715i,0.0049093+0.0032379i,0.0025178+0.0032271i,-0.00027947+0.0033795i,-0.00062407+0.0034611i,-4.6471e-05+0.0026163i,-0.0009136+0.0010679i,-0.0020016+0.00031496i,-0.0019522+0.00039282i,-0.00011671+0.00050873i,0.0013586-0.00058049i,0.0017561-0.0017786i,0.0022101-0.0010577i,0.002475+9.9062e-05i,0.0018299+0.0011015i,0.00060676+0.0018264i,-7.1768e-05+0.0011204i,-1.6428e-05+0.0003171i,0.00038538+8.6865e-05i,0.00073185+0.00022151i,0.0011707+0.00047625i,0.0010312+0.00093957i,0.00027502+0.0015684i
0.0016396-7.5686e-05i,0.0010062-0.0016831i,1.4002e-07-0.0024392i,-0.00048943-0.0024623i,-0.0018078-0.0021709i,-0.0041968-0.0024488i,-0.0047906-0.0016251i,-0.0038327-0.00056935i,-0.0035919-0.0013111i,-0.0034032-0.0016167i,-0.0027043+0.00024231i,-0.0013187+0.0019931i,0.00026182+0.0026037i,0.0010984+0.0024653i,0.00084832+0.001059i,-0.00048863-0.00078498i,-0.0019156-0.002038i,-0.0013401-0.0020645i,-4.2291e-05-0.0011203i,0.00052793+1.5619e-05i,0.00044456+0.00063012i,0.00025824+0.00010779i,-0.00024522+2.7289e-05i
-0.0036802-0.003163i,-0.0015824-0.0029403i,-0.00020175-0.0032248i,4.9571e-06-0.0031872i,-0.00026557-0.0026106i,-0.0010376-0.0026953i,-0.0010699-0.0012935i,-0.00098367+0.00065485i,4.8364e-05+0.0008793i,0.00011106+0.00047692i,-0.0016654+0.00098598i,-0.0028334+0.0018948i,-0.0029502+0.0017099i,-0.0020413-0.00010677i,-0.0008473-0.0014874i,0.0004291-0.0021407i,0.00092097-0.0018732i,0.00073697-0.00093083i,0.00053967-0.00055849i,-0.00018074-0.00049176i,-0.00043971-0.00066902i,0.00041593-0.00079871i,0.0011276-0.00062787i
0.0040404-0.0050946i,0.0032775-0.0055613i,0.0018402-0.0028737i,0.0016305+0.00080503i,0.0026813+0.0017171i,0.0039404+0.001173i,0.0037322+0.0010012i,0.0024265+0.0019091i,0.0016746+0.0025834i,0.0017973+0.0017263i,0.002176-0.00045i,0.0013854-0.0020752i,3.8072e-07-0.0017948i,-0.00068755-0.00031053i,0.00036171+0.00029596i,0.0019116+0.00094531i,0.0019244+0.0011348i,0.00059234+0.00054921i,-0.00049645+0.00044744i,0.00011241+4.0848e-05i,0.0006198-0.00044421i,0.00067543-0.00050331i,0.00086749-0.00028529i
0.0012409+0.0026513i,0.0012365+0.00077122i,0.00025634+0.001697i,-0.0020352+0.0027487i,-0.002936+0.0027551i,-0.0019301+0.0025749i,-0.0011018+0.0021924i,-0.0008749+0.0010444i,0.00024377+0.00038261i,0.0023892+0.00013555i,0.0039708-0.00057829i,0.0041504-0.00095815i,0.0032227-0.00048167i,0.0022917+0.00024725i,0.0011012+0.00043727i,-0.00071254+0.0014612i,-0.00090508+0.0024773i,-0.00026506+0.0020214i,-0.00075464+0.0012845i,-0.0009368+0.00095396i,0.00011951+0.00091688i,0.00077463+0.00058315i,0.00072555+0.00014986i
-0.0024254+0.0011544i,-0.0014406+0.0034867i,-0.0032192+0.0024098i,-0.0042146-9.2878e-05i,-0.0026474-0.00058118i,-0.0015445-0.0015579i,-0.00070441-0.0043639i,0.001076-0.0061067i,0.0021637-0.0043467i,0.0021061-0.0014621i,0.0014375+0.0019811i,0.00094877+0.0052509i,0.00090785+0.0049007i,-0.000685+0.0027222i,-0.0024399+0.00071938i,-0.0020539-0.00082751i,-0.00087582-0.0013794i,0.0006873-0.0011095i,0.0016139+2.9785e-05i,0.00041106+0.00029508i,-0.00079302-0.00039693i,-0.0017517-0.00024622i,-0.001656+9.0041e-05i
0.0014558-0.0046861i,-0.0009931-0.0046954i,-0.0022284-0.0051096i,-0.0013265-0.0043008i,-0.00060698-0.0036281i,-0.00035868-0.0047377i,-0.00068459-0.0048886i,-0.00059976-0.0034155i,-8.088e-05-0.0015758i,-0.001277-0.00047063i,-0.0033365-0.00050453i,-0.0034847-0.00036i,-0.0012832-0.00012566i,0.00022655-0.00020766i,0.0007668-0.00021809i,0.0011646+4.2697e-05i,0.00095704-0.00046396i,0.00076328-0.00095773i,0.00068413+0.00015244i,0.00048791+0.0005887i,0.00048142-0.00057023i,-0.00010314-0.0012862i,-0.00055013-0.0015153i
-0.0011062+0.00088764i,0.0015866-0.0015956i,0.0057452-0.0020874i,0.007303-0.00032435i,0.0062456+0.0011201i,0.004979+0.00093145i,0.0019998+0.0018609i,-0.0013152+0.0028753i,-0.0025166+0.0021485i,-0.002068-0.00046885i,-0.00082987-0.0038199i,-3.7086e-05-0.0049259i,-5.2173e-05-0.0038682i,0.0010597-0.001953i,0.0026313+0.00051339i,0.0018784+0.0012033i,0.00020229+0.00090502i,-0.00077007+0.00048557i,-0.00087128+5.7162e-06i,-0.00070783-0.0001934i,0.00032697-0.00055262i,0.00099911-0.0013077i,0.0012816-0.001534i
-0.00024279-0.0014305i,0.0024476-0.00026457i,0.0020029+0.0025609i,-0.00021757+0.0048415i,-0.00040204+0.005052i,-0.0012991+0.0049364i,-0.0033452+0.0048318i,-0.0040616+0.0039756i,-0.0029532+0.0021682i,8.8589e-05+0.0016301i,0.0032461+0.0023932i,0.0048465+0.002035i,0.004184+0.0014179i,0.0017719+0.0015157i,0.00015463+0.0014226i,-0.00042132+0.0007027i,-0.0012926-0.00030667i,-0.0014926-0.00086361i,-0.0010333-0.00044165i,-0.00076747+0.00030852i,-0.00057748+0.00043106i,0.00059655+0.00096909i,0.0013762+0.0014707i
0.0028885-0.0033959i,-0.00098353-0.00070185i,-0.0051312+0.0017671i,-0.0072439+0.0011534i,-0.0073014-0.00037699i,-0.0061661-0.0012302i,-0.0038024-0.0014411i,-0.00088302-0.00093497i,0.001441+0.000607i,0.0018467+0.0026233i,0.00082643+0.0040436i,-0.00020819+0.0037664i,-0.00060119+0.0024317i,-0.00069417+0.00022256i,-0.0006566-0.0021237i,0.00044701-0.0021493i,0.0011922-0.0011487i,0.00064813-0.00070799i,0.00020175-0.0002893i,-0.00049465-0.00012599i,-0.0012523-0.00052393i,-0.0014014-5.1899e-05i,-0.0015392+0.0004757i
-0.0032603+0.0037271i,-0.0029314-0.0001775i,-0.00082831-0.0034113i,0.002353-0.0059014i,0.0039579-0.0079854i,0.0040939-0.0091917i,0.0043348-0.0079293i,0.0043415-0.0036092i,0.0029521+0.00038213i,0.00060943+0.0014757i,-0.0019926+0.00014645i,-0.004022-0.00074784i,-0.0036662-0.00088013i,-0.00061157-0.0010598i,0.0017888-0.00089175i,0.0017132-0.00022835i,0.0014051+0.00077313i,0.0011248+0.0012554i,0.0001243+0.001098i,-0.00044292-5.5548e-05i,-0.00012511-0.00082675i,-0.00066563-0.00096347i,-0.00098843-0.00076461i
0.00148+0.00041372i,0.0046547-0.0036049i,0.0079235-0.0061525i,0.0075766-0.0045786i,0.0064458-0.0012052i,0.0049639+0.00056763i,0.0038841+0.00093979i,0.0042218+0.00017708i,0.0030258-0.0013121i,0.0021475-0.0037113i,0.0020522-0.0047808i,0.0018342-0.0041163i,0.0015754-0.0020736i,0.0013293+0.00038303i,0.00046683+0.0017978i,-0.0013239+0.0014768i,-0.0018878+0.00026161i,-0.0013932+0.00054196i,-0.0010915+0.0015137i,-0.00097302+0.0013713i,-0.00051177-2.4167e-05i,0.00066899-0.0012217i,0.0012519-0.0017561i
0.0052066-0.0031785i,0.005483-0.0017209i,0.0042621+0.0023619i,0.002893+0.004854i,0.00011439+0.0053427i,-0.003903+0.0052041i,-0.0063439+0.0037021i,-0.0064122+0.0006131i,-0.0037469-0.0013546i,0.00053396-0.00097479i,0.0026287-6.1785e-05i,0.0026456+0.00061568i,0.0016752+0.00093562i,-0.00010186+0.00051779i,-0.0011526-0.0005718i,-0.00092528-0.0017614i,-0.0009435-0.0025172i,-0.0015493-0.001568i,-0.00090798-0.00077927i,0.00032808-0.00071309i,0.00044095-2.6858e-06i,2.8261e-05+0.00037268i,0.00043918+0.00023584i
-0.0018085+0.0033672i,-0.0047356+0.0042451i,-0.0090352+0.0057281i,-0.0099013+0.0057856i,-0.0085269+0.0025031i,-0.0078998-0.0016169i,-0.0079914-0.0036859i,-0.0075697-0.0032502i,-0.0054405-0.00085305i,-0.0033137+0.0021885i,-0.0021183+0.0039616i,-0.0017434+0.0034922i,-0.00087887+0.0019681i,0.00038744+0.00039933i,0.001642-0.00088311i,0.0026602-0.00040205i,0.0024081-0.00072497i,0.0018721-0.0019928i,0.00059886-0.00075669i,-0.00020903+0.0001193i,-0.00063402-0.00069446i,-0.00027283-0.00058599i,0.0001561+0.00057984i
-0.0020298+0.0029391i,-0.0023305-0.000671i,-0.0021989-0.0050503i,-0.0011973-0.0085943i,0.0013597-0.010361i,0.0041274-0.010353i,0.0046239-0.0080641i,0.002678-0.0050797i,-8.5703e-05-0.0027172i,-0.0018439-0.0020548i,-0.0015825-0.0025547i,-0.00044604-0.0024939i,0.0012856-0.0018457i,0.0031141-0.00078854i,0.0032232+0.00035839i,0.0019488+0.0018418i,0.0014476+0.0030123i,0.0014516+0.0024685i,0.0011214+0.001416i,0.00082512+0.00083608i,0.00045368-1.6067e-06i,-0.00076747-0.00031026i,-0.00091196-0.0003791i
0.0023657-0.007149i,0.0041458-0.0090354i,0.0069365-0.0093934i,0.0095512-0.0060377i,0.010205-0.0020613i,0.0089548+0.00052419i,0.0084626+0.0033989i,0.006764+0.0044527i,0.0040125+0.0023519i,0.0025458-5.8235e-05i,0.0021817-0.00051392i,0.0016451+0.00048179i,0.0016541+0.00092977i,0.00093703+0.00089402i,-0.00090109+0.00049326i,-0.0023273-0.00046186i,-0.0026454-0.0006539i,-0.0025063-0.00049176i,-0.0022151-0.00019301i,-0.00095989-0.00019948i,0.0002812-0.00041692i,0.0010649-0.00023163i,0.0011779+2.531e-06i
0.002675+0.0020952i,0.0057761+0.0019007i,0.0068472+0.0043092i,0.0050645+0.0074571i,0.002071+0.0091747i,-0.0015406+0.0082943i,-0.0036047+0.0069893i,-0.002474+0.0066532i,0.00061014+0.0056933i,0.0038541+0.0036158i,0.0039876+0.002794i,0.0019878+0.0024819i,0.00089237+0.0016164i,9.7747e-05+0.00044469i,0.00035767-0.00089738i,0.0013336-0.0019404i,0.00024034-0.0023117i,-0.00084339-0.0017857i,1.4515e-05-0.0012516i,0.00021697-0.00042188i,-0.00087056-0.00025927i,-0.00063283-6.773e-05i,0.00076522+0.0002629i
-0.00087674+0.0022063i,-0.0015662+0.0041499i,-0.0052935+0.0068286i,-0.0092688+0.0060231i,-0.011088+0.00030133i,-0.013055-0.0048196i,-0.013613-0.0063251i,-0.01076-0.0058232i,-0.0061591-0.0031675i,-0.0018763+0.00016697i,-0.00095051+0.00016273i,-0.0018277-0.001607i,-0.00088825-0.0019619i,0.0011518-0.0023018i,0.0026253-0.0022381i,0.0038255-0.00071589i,0.0039932-0.00035133i,0.0032978-0.00079836i,0.0027524-0.00079559i,0.0015907-0.00090452i,0.001106-0.00041136i,0.00017319-9.1426e-05i,-0.00030515-0.00014384i
-0.0055656+0.0013552i,-0.0071785-0.00035065i,-0.0066113-0.0030158i,-0.0036943-0.0065423i,1.2323e-06-0.0087903i,0.0022855-0.010286i,0.00308-0.010678i,0.0021343-0.0095126i,0.00080787-0.0069792i,-2.5143e-05-0.0037952i,0.00063271-0.0018964i,0.0018758-0.0010055i,0.0025701-0.00046544i,0.0019624+0.00064299i,0.0013345+0.0021204i,0.00064433+0.0028917i,-0.00037934+0.0025183i,1.8078e-05+0.0013093i,0.00045704+0.00059647i,0.00018354+0.00065368i,3.7198e-05+0.00022484i,-0.00011902-0.00079328i,-0.0003084-0.0012546i
