-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.00098553-0.0015199i,-2.5718e-05-0.00093407i,0.00028936-0.0015271i,0.00020541-0.0011942i,0.0010462+8.3288e-05i,0.0019085+0.00029797i,0.00092833-0.00081173i,0.00062171-0.0009613i,0.00042739-0.00045741i,0.00033769-0.00067767i,0.00076087-0.00096601i,9.5945e-06-0.0009099i,-0.0008358-0.00011279i,-0.00091768+0.00045104i,-0.0012101+0.00066816i,-0.00070557+0.0010468i,0.00068813+0.00079309i,0.00096425+0.00052731i,0.00061744+0.00028253i,0.00088348+4.1635e-05i,0.00056773-8.2746e-05i,-0.00031706-7.4188e-05i,-7.2833e-05-0.00043149i
-0.0015083-0.00019748i,-0.00082716-0.00086223i,-0.00048033-0.00044506i,0.00018456+0.00021174i,0.00048645+0.00069403i,-0.00022768+0.0013286i,-0.00019473+0.00087964i,0.00011751-0.00020513i,0.00019856-0.0010269i,0.00045553-0.00050389i,-0.00044827-0.000121i,-0.0016524-0.00064013i,-0.0015105+6.3077e-05i,-0.0012305+0.0011431i,-0.00083476+0.0012627i,0.00021658+0.00032901i,0.0012313-0.00011555i,0.0012401-3.7166e-06i,0.00064008+0.00013936i,0.00083858+0.00099399i,0.00096404+0.0013063i,0.00027997+0.0011739i,-0.00046547+0.00023516i
0.00026612+0.00085845i,0.00070046+0.00026095i,0.00075903-5.1682e-05i,-3.7196e-05+0.00025823i,-0.0012335+0.00075721i,-0.00098488+0.00025656i,-0.00038599-0.00089626i,0.00024108-0.00060884i,0.00063185+3.7665e-05i,0.00045592+0.00014519i,-0.00015753-0.00041002i,-0.00043137-0.00018818i,9.507e-05+0.00045291i,0.00083913-0.00055294i,0.00044267-0.00074844i,-0.00055858-0.00017197i,-0.00058276-0.00010807i,-0.00017773-0.00032333i,0.00015108-0.00053916i,0.00014398+0.00045098i,0.00026564+0.0014845i,0.00057049+0.00078586i,0.00014211-9.7146e-05i
-0.0016577+0.00089137i,-0.0012162+0.00045724i,-0.0010327+0.00075413i,-0.00097339+0.0010289i,0.00039007+0.00037647i,0.0015465+0.00049195i,0.0015458+0.00073857i,0.0012651-0.00018785i,0.0013467-0.00030485i,0.0010276+0.00038358i,-3.4965e-05-0.00042158i,-0.0012389-0.0010758i,-0.0013216-0.00044591i,-0.00080766-0.00038209i,-0.00055315-0.0007188i,-0.00029571+2.9668e-06i,-0.00040642+0.00097651i,-0.00017583+0.0012089i,0.00020795+0.0017004i,0.0004883+0.0020708i,0.00086174+0.0015951i,0.00078371+0.00093973i,0.0002293-7.2102e-06i
-0.00025606+0.00090605i,-8.279e-05+0.00059012i,0.001606+0.00021131i,0.0017951+0.00034967i,0.00059561+0.0002879i,-0.00047736+0.0003284i,-0.0001637+0.00075386i,0.00092339+0.00031763i,0.0012208-0.00094529i,0.00014955-0.0011416i,-0.0006467-0.00089946i,-0.00081589-0.00056317i,-0.00098505-9.1358e-05i,-0.00088988-0.00034961i,-0.000183-0.00087825i,2.9309e-05-0.0007342i,5.9829e-05-0.00040891i,0.00049989+0.00017741i,0.00065997+0.00077529i,0.00039405+0.00050269i,-0.00016242+4.8133e-05i,8.1216e-05+6.6248e-07i,0.000523+0.00017644i
-0.0010664-0.00052916i,-0.0016501-0.00065825i,-0.0009067-0.00049865i,-0.00032135+0.0010302i,-0.0002951+0.0024037i,0.00049028+0.0030389i,0.0013843+0.0020971i,0.0016369+0.0006708i,0.00092393-0.00041698i,5.8619e-05-0.00099536i,-0.00056685-0.001053i,-0.001139+3.199e-05i,-0.0012044+0.0010069i,-0.0009769+0.00062367i,-0.00056459+0.00037353i,-7.6642e-05+0.00030993i,0.00030492+0.00039435i,0.00055086-0.00011088i,0.00044454-7.0666e-05i,4.9726e-05+0.00057169i,-0.0009264+0.00058867i,-0.0014904-0.00012365i,-0.00060472-0.00066266i
-0.00053515-0.0014336i,0.00042503-0.002036i,-0.0005788-0.0033601i,-0.00072495-0.0026825i,8.518e-05-0.0010837i,0.00041874+0.00044433i,0.00072433+0.00062978i,0.0006925-0.00018978i,0.00032305-0.00088212i,-0.00021141-0.0017915i,-0.0015046-0.00155i,-0.0018874-0.00083615i,-0.00068833-0.00048068i,-0.00027983-0.0005982i,-0.00049712-0.00089348i,-0.00027481-0.00037071i,-0.00029787+3.9433e-05i,0.00052584-0.00034913i,0.0010202+0.00028367i,0.00056202+0.00045736i,0.00085844+0.0001467i,0.0012301+0.00017554i,0.00022198-0.00022127i
0.0010586-0.0021017i,0.0016314-0.0017785i,0.0010354-0.00025359i,0.00089776+0.0012349i,0.00057692+0.0014875i,-6.8268e-05+0.00086782i,0.00060157+0.00020917i,0.0012027-0.00023257i,1.7316e-05-0.00050594i,-0.0010251-0.0013629i,-0.0014479-0.0018443i,-0.0023338-0.0011085i,-0.0025045-0.00014818i,-0.0015947-0.00063019i,-0.00014518-0.0015831i,0.00097966-0.0012034i,0.00046334-0.00023346i,1.8015e-05+0.00014081i,0.00045562+0.0010069i,0.00059197+0.0013907i,0.00061296+0.00053423i,0.00062431-2.2498e-05i,-3.9153e-06-0.00073221i
0.0016039-0.00052973i,0.0011065-0.0017562i,0.0014797-0.0020009i,0.00065442-0.0013245i,-0.0003034-0.00068211i,-3.7541e-05+0.00057568i,1.3993e-05+0.0010349i,-0.001111+0.00027801i,-0.0017333-0.00056688i,-0.00090886-0.0012854i,-0.00067063-0.0010763i,-0.00075459-0.00069921i,-0.00058166-0.0005736i,-0.00042807+0.00018232i,0.00020037+0.00070395i,0.00037056+0.00033566i,-0.00017571+0.00028599i,-0.00036441+0.00078436i,0.00057675+0.00070049i,0.0011119+0.00092754i,0.00086328+0.00071156i,0.00043793+8.4114e-06i,0.00034605+1.3651e-05i
-0.001589-0.0017991i,-0.0019707-0.0020974i,-0.0013453-0.0024973i,-0.0018092-0.001151i,-0.0023045+0.00070526i,-0.00072566+0.0015881i,0.0001072+0.00088644i,0.00032723-4.6026e-05i,0.00041317+0.00010706i,0.00014133-9.9111e-05i,-0.00048597-0.00043924i,-0.0014294+0.00029479i,-0.0013909+0.0011757i,-0.0011234+0.0012799i,-0.00085896+0.00064799i,-0.00035987-7.0199e-06i,-0.000513-0.0003581i,-0.00035638+0.00016649i,0.00037925+0.00090447i,0.00065061+0.00054564i,0.00015504+0.00033263i,-0.00075504+0.00041143i,-1.9524e-05+0.00016743i
0.00035303-0.00058071i,-0.00091726+8.1492e-05i,-0.0016957+0.0006883i,-0.0015434+0.0011322i,-0.0011478+0.0020886i,-0.00033047+0.002776i,0.00052308+0.0021961i,0.00077172+0.00049223i,0.00065385-0.00041707i,-0.00016361-0.00054973i,-0.00094268-0.00078878i,-0.0010592-0.0013827i,-0.00029354-0.0010806i,-1.0749e-05-0.00014814i,-0.00037306+0.00029938i,-0.00043657+8.8824e-05i,-0.00025907+0.00096086i,-0.0001499+0.0016962i,-0.00025186+0.0011126i,-6.0022e-05+0.0004451i,0.00015108+0.00046605i,-0.00053317+0.00099147i,-0.00020521+0.00034997i
0.0016184+0.0017522i,0.0021271+0.0013871i,0.0023477+0.0018387i,0.0022239+0.0015115i,0.0022952+0.00097568i,0.0014663+0.0015051i,0.00066335+0.001488i,0.00068596+0.00083156i,0.00053438+0.00012988i,0.00037573-0.0002782i,0.00029355-0.00026804i,-0.00043022-0.0001295i,-0.00093231+0.00031863i,-0.00083442+0.00033589i,-0.0007636+0.00037934i,-6.2368e-05+0.00071754i,2.498e-05+0.00074857i,-0.00042852+0.00070078i,-8.8944e-05+0.00079131i,0.00012778+0.00069217i,0.00021744+0.00043183i,7.7531e-05+0.0001597i,-0.00018102+6.8653e-05i
-0.0010615+8.8518e-05i,-0.0010897+0.00068106i,-0.0016705-0.00027919i,-0.001074-0.00030694i,-0.00034248+7.0426e-05i,3.917e-05+0.00023182i,0.00050913-0.00029681i,0.00091478-0.00030844i,0.00066874+0.00033026i,0.00027707+0.00011305i,-0.00023941-0.00057088i,-0.0010298-0.00057716i,-0.0012943-0.00032517i,-0.00078315-6.9211e-06i,6.5129e-05+0.00052897i,0.0003984+0.00048846i,0.00031182+0.00075076i,9.8413e-05+0.0012106i,-0.00022576+0.0008845i,-0.00087786+0.0005891i,-0.0011574+0.00039982i,-0.00052598-0.00021697i,-0.00058516-0.00051013i
0.00078433+0.00062946i,0.00067845+1.3968e-05i,9.5138e-05+0.00057477i,4.9397e-05+0.00086485i,-7.2216e-05+0.0010055i,6.3974e-05+0.00066925i,0.0003667+0.00033451i,-0.00032233+0.00094966i,-0.0013336+0.0011092i,-0.0017551+0.00017691i,-0.0015347-0.00097786i,-0.0014697-0.00098062i,-0.00081824-0.00047112i,-0.00067516-0.00047147i,-0.0012836-0.00075111i,-0.0007402-0.00034239i,-1.3623e-05+0.00018586i,0.0002331-1.0913e-05i,0.00074036-0.00028453i,0.00060041-0.00010593i,0.0002669-7.8327e-05i,0.00012657+9.9097e-05i,-9.0233e-05+0.00031189i
0.00118-0.00038214i,0.0020928+0.00022738i,0.00079883+0.00090371i,-0.00044719+0.0012079i,8.961e-05+0.0018799i,0.0011075+0.0024581i,0.00074881+0.0019064i,-0.00025602+0.00041694i,-0.00040457-0.00025062i,-0.00063503-0.0004016i,-0.0016229-0.00033831i,-0.0019588-9.6385e-05i,-0.0014256+0.00035507i,-0.0011953+0.000445i,-0.0010938+0.00027506i,-0.00052476-0.00017354i,-0.00041147-0.00083328i,-0.00073058-0.00034168i,-0.0012336+0.00025787i,-0.00055149-4.7334e-05i,0.0002262+0.00013224i,0.00030177+0.0010623i,0.00067653+0.0016157i
0.0010521+0.0011466i,0.00024863+0.00079379i,0.0002701+0.00046172i,3.6824e-06+0.00014384i,5.7773e-05-2.9334e-06i,-9.3759e-05+0.00057259i,-1.1591e-05+0.0003012i,0.00036853-0.0002676i,0.0005202+5.5628e-05i,0.00053538-0.00017016i,0.00013978-0.0010377i,-0.0012353-0.0010271i,-0.0017845-0.00096011i,-0.00030133-0.0010492i,0.00039526-0.0010641i,-0.00048755-0.00041091i,-0.00022871-0.00041501i,0.00052954-0.00081576i,0.00046548+0.0002445i,0.00022514+0.00071549i,0.0001385+0.00017536i,0.00017878+0.0001178i,0.00057425-0.00035089i
-0.00056536-0.0022244i,-0.00044303-0.002264i,-0.0010701-0.0012352i,-0.0017188-0.00019457i,-0.00082985+0.00095324i,0.00012469+0.0025475i,-1.7433e-05+0.0014096i,-9.0723e-05-0.00010929i,-0.00050338-0.00036477i,-0.00075118-0.00083245i,-0.00061908-0.00063092i,-0.00042408-0.00032921i,-0.00051728-0.0003159i,-0.00047333-0.00044745i,-0.00010502-0.00039256i,-2.5252e-05-0.00050253i,-0.00040814-0.00023974i,0.00051341+0.00051812i,0.0010286+0.00090463i,0.00048703+0.00045215i,0.0005779+0.00018287i,0.00032251+0.00014855i,-0.00047771-0.00054584i
0.00036354+0.0033151i,0.00055771+0.0032584i,0.00088794+0.0031494i,0.00041114+0.0028302i,-0.0006143+0.0015222i,-8.1609e-05+0.00089834i,0.0010084+0.001188i,0.0011238+6.501e-05i,0.0011312-0.00043317i,0.0013149-0.00047183i,0.00079635-0.00058024i,0.00017103-0.00065901i,-8.2459e-05-0.0005111i,5.0362e-05+0.00012174i,0.00034403+0.00029369i,-0.00036639-6.1126e-05i,-0.00015258-5.2907e-05i,0.00024937+0.00037173i,-0.00024751+0.00037451i,-0.00051533+0.00056865i,-0.00052161+0.00090065i,-0.0004883+0.00037759i,-0.00038568+0.0003979i
0.0015438-9.8664e-05i,0.0023783+3.0689e-06i,0.0017058-0.0018951i,0.00076738-0.001932i,0.000506-0.00030129i,0.00031247+0.0010665i,0.00087826+0.0012236i,0.00041183+4.993e-05i,-0.00014441-0.00087634i,5.2209e-05-0.0011052i,-0.00039171-0.0020406i,-0.0015334-0.0019614i,-0.001698-0.0014005i,-0.00087471-0.0014175i,-0.00014963-0.0012606i,0.00010828-7.1695e-05i,-0.00029153+0.00067794i,0.00027463+0.00076236i,0.00060709+0.00094234i,0.00027711+0.001459i,-5.9422e-05+0.0013123i,-0.00045402+0.00079663i,-0.00077191+5.1068e-05i
-0.00096643-0.0004173i,-0.00027167-0.00089157i,-0.00031289-5.4298e-06i,-0.0010054+0.0015217i,-0.0014746+0.0027129i,-0.00068911+0.0023895i,0.00085872+0.00072804i,0.00088732+0.00010974i,9.4681e-05+9.888e-05i,-0.00057141-0.00049008i,-0.0012428-0.00038045i,-0.0014405+0.00013875i,-0.00052337+0.00046243i,-0.00024028+0.00061149i,-0.00088191+0.00044173i,-0.00099434+0.000379i,-0.00016462+0.00039366i,0.00033201+0.00040473i,0.00057212+0.00063343i,0.0010332+0.00067891i,0.0010278+0.00055175i,0.00055088+0.00026139i,-0.00026783+0.00023805i
0.00021254-0.00023734i,-0.00021628+0.00017236i,-0.00022839+0.00040154i,-0.000123+0.00075715i,-9.9368e-05+0.00048066i,0.00042112+0.00041183i,0.00067308+0.00086294i,0.00060516+0.000657i,0.00021747+0.00046711i,-1.6088e-05-0.00046007i,4.7516e-05-0.0010884i,5.4967e-05-0.00050988i,-0.00035753+6.2984e-05i,-0.00059339+4.2947e-05i,-0.00017542-0.000524i,-0.00011702+1.1334e-05i,0.00026405+0.00089518i,0.00076683+0.0013193i,0.00050333+0.0013375i,0.00069539+0.00085474i,0.0011043+4.0207e-05i,0.00058515-0.00056436i,-1.6883e-05-0.00037815i
0.0019058-0.0012798i,0.0028658-0.0015891i,0.002579-0.00091121i,0.0013158-5.8302e-05i,-0.00024798-0.00021025i,-0.00093886+0.00018093i,-0.00033148+9.2003e-05i,0.00024045-7.2428e-05i,-6.2248e-05+0.00035924i,-0.00036552-0.00032121i,-0.00068834-0.0017629i,-0.00058317-0.0022158i,-0.00026695-0.0010457i,-0.00030014-0.00029937i,-0.0007622-0.00032311i,-0.00053515+0.00027801i,-0.00035866+0.0010224i,-0.00055234+0.00054849i,0.00027148+4.1189e-05i,0.00063407-2.2081e-05i,-0.00053173-0.00043301i,-0.00095137-1.8907e-05i,-9.7294e-05+0.00044994i
-0.00081273+0.00078815i,-0.00024339+0.0019444i,-0.00034125+0.0032935i,0.00044044+0.0027502i,0.0011174+0.0013068i,0.0011887+0.00053927i,0.0010557+0.00048801i,0.00035408-1.2855e-05i,0.00049492-0.00073971i,0.00091338-0.00083775i,-1.4793e-05-0.00047964i,-0.00095931-0.00022315i,-0.00030721-0.00015935i,0.00059465-0.00057429i,0.00061778-0.00045432i,0.00044502+0.00041903i,2.6258e-05+0.00035319i,-6.2573e-05+1.0435e-05i,0.00034986+0.00013511i,0.00071243+0.00017382i,0.00076896+0.00033631i,0.00091193+0.00030318i,-0.00027388-6.5528e-05i
0.0010175-0.0029119i,0.00078096-0.0030541i,-0.0014516-0.002381i,-0.0012706-0.001125i,-0.0013642+0.00094597i,-0.0016468+0.0020506i,-0.0010659+0.0010387i,-0.00084939+0.00045941i,-0.0005308+0.00010446i,-0.00015767-9.5276e-05i,-0.00031344-0.00032971i,-0.00050008-0.00087491i,-0.00030006-0.0005269i,-0.00032439+2.9712e-05i,-0.00032063+0.0004239i,0.00026866+0.00090341i,0.00040286+0.00081234i,-7.8991e-05+0.00035376i,0.00010693+0.00045047i,0.00054405+0.00052458i,0.0013561+0.00016571i,0.00099916-2.3162e-05i,-4.7862e-06+0.00027333i
-0.0010898+0.001113i,-0.00052117+0.0014919i,-0.00047881+0.0013915i,-0.00026636+0.0022067i,-0.00057154+0.0019506i,-0.00015418+0.00073577i,0.00080955-0.00033608i,0.00072887-0.0013058i,0.0011627-0.0010699i,0.00063709-0.00078997i,-0.00060547-0.0014442i,-0.00049667-0.0014576i,-0.00040211-0.00041139i,-0.00069005-9.5825e-05i,-0.00051051-0.00048598i,-0.00023268-0.00099832i,0.00060377-0.00080071i,0.00031353-0.00020933i,-0.00035335+4.9623e-05i,0.00030315+0.00033158i,0.0010443-0.0001145i,0.00097224-0.00027563i,0.00063428-0.00021082i
0.00013427-0.0015109i,0.00066638-0.0017582i,-0.00051915+0.00012196i,-0.00044284+0.0014845i,0.00084949+0.0016565i,0.0012077+0.0010977i,0.00093847-0.00011517i,0.0011559-0.00064351i,0.0011011-0.00036761i,9.2035e-05-0.00064061i,-0.00093985-0.00066327i,-0.0012387-0.0001001i,-0.0010575-0.00022152i,-0.001041-0.0004508i,-0.00057439-0.00025686i,-0.00031233-0.00031745i,-0.00050538-0.00040325i,-0.00016349+0.00031846i,0.00017695+0.00039652i,0.00044829+0.00017501i,0.00030595+0.00048119i,-0.00010108+0.00015437i,-0.00033858-0.00029238i
-0.0012973-0.00069407i,-0.0035506-0.00041563i,-0.0014213-0.0028428i,-0.00044705-0.0024723i,-0.00059863+3.9112e-06i,0.00018761+0.0013372i,0.00076469+0.0015614i,0.00071955+0.0010316i,-0.00046658+0.00019649i,-0.00091178-0.00032587i,0.00034914-0.00056562i,0.0010158-2.8619e-05i,0.00018579+0.00062389i,-6.1995e-05+0.00069153i,0.00010286+0.0011756i,-0.00033705+0.0012918i,0.00013266+0.00019491i,0.00061246-8.9712e-05i,0.00049761+0.00031107i,0.0010108+0.00038991i,0.0009273+0.00054709i,-8.8819e-05+0.00046392i,0.00024499-0.00026982i
-0.00071987+0.0003209i,-0.00035383+0.00077854i,0.00086906-0.00046716i,0.00023075-0.00012643i,-0.000497+0.0013248i,-0.00051306+0.00092414i,-0.00012051-0.00026226i,-0.00037846-0.00060202i,9.6722e-05-0.00075009i,0.00058963-0.0013949i,9.9998e-05-0.00149i,-0.00076395-0.00067594i,-0.0010713-0.00047119i,-0.00048125-3.3588e-05i,-0.00024854+0.0001018i,-0.00033552+2.0129e-06i,-0.00039051+0.00057365i,-0.00073106+0.00011011i,-0.00083938-0.00061283i,-0.0010622-0.00017492i,-0.00044466-3.1324e-05i,0.00052877-0.0004186i,0.00067297-0.00016586i
-0.0002624-0.0021754i,-0.00035411-0.0016015i,0.00094637-0.0020497i,0.00055295-0.0022469i,0.000282-0.00080278i,0.00085695+0.00030746i,0.0014712-6.9293e-05i,0.0015591-0.00056636i,0.00090917-0.0007999i,0.00023103-0.00057376i,-0.000945-0.0001828i,-0.0016393+0.00035159i,-0.0016327+0.00048835i,-0.001236+0.00047619i,-0.00083262+0.00041747i,-0.0002461+5.7435e-06i,0.00025371-2.1203e-05i,0.0001671+0.00041617i,0.00039336+0.0011156i,0.0004336+0.0012178i,0.00057515+0.00089755i,0.00039262+0.00089194i,1.8362e-05+0.00025623i
-0.00034173-0.0012715i,0.00038772-0.0010111i,0.0002874-0.0013565i,-0.00058508-0.0013074i,-0.00096074-0.000406i,-0.00090702+0.00091812i,-0.00034438+0.00091097i,0.00034695-0.0003623i,0.00054205-0.0004275i,0.00069516+0.00015788i,-0.00020844-0.00081805i,-0.00059738-0.0018709i,-0.00071556-0.0013076i,-0.00089863-0.00053346i,-0.00063092-0.00057352i,3.4488e-05-0.00093152i,0.00081697+0.00010391i,0.00085616+0.00033483i,0.00075308-0.00026189i,0.00042837+0.00075028i,6.2224e-05+0.0010703i,0.0004058+0.00045974i,-0.00014775+0.00021962i
-0.0029583+0.00030143i,-0.0027494-9.751e-05i,-0.0022683-0.00010484i,-0.0012146+0.00092005i,-1.8924e-05+0.0025749i,0.00022526+0.0025341i,0.00072127+0.0013311i,0.00094968+0.00043331i,0.00087828-0.00028131i,0.0014076-0.00022713i,0.00027135+0.00035286i,-0.0011105+0.00051044i,-0.00084298+0.00067524i,-0.00051423+0.00047624i,-0.00018456+0.00048324i,0.00056229+0.00076963i,0.00059666+0.00018939i,-5.7785e-05+0.00038742i,-0.0005468+0.0002239i,-0.00011959-0.00059778i,-0.00015741-0.00087145i,-0.00098745-0.00084992i,-0.00068214-0.0001202i
0.00098992+1.5095e-05i,0.00043778-0.00048275i,0.0013451-0.00076725i,0.00085569-0.00031862i,0.00058586+0.00049637i,0.00015856+0.0005411i,-0.0004052-9.368e-05i,0.00036494-0.0012405i,0.00076173-0.0013416i,0.00071099-0.0011876i,0.00010036-0.0013434i,-0.0011297-0.00091861i,-0.001539-0.00053469i,-0.00084629-0.00010682i,0.00015465+0.00026191i,0.00081331+0.00063991i,0.00035886+0.00073756i,-5.6009e-05+5.8373e-05i,0.00030593-0.00046244i,0.00079821-0.00046509i,0.00084557-0.00036541i,0.00058994+0.00027498i,0.00056227+0.00034425i
0.00044909-0.00083402i,0.00078495-0.00080887i,0.0007225-0.0017853i,-3.991e-05-0.0018139i,-0.00071218-0.00062318i,-0.00025727+6.3679e-05i,0.0011838+0.00013235i,0.0024166+0.00025426i,0.0015739+4.9795e-05i,8.8738e-05-0.00048256i,0.00020247-7.0851e-05i,-9.0655e-06+0.0005702i,-0.00069441+0.00028455i,-0.00077423-0.00021771i,-0.00065623+0.00015435i,-0.00031391+0.00053459i,8.2976e-06+0.0010367i,-5.4114e-05+0.0014361i,-0.00031184+0.00093121i,-0.00019408+0.00081076i,0.00036901+0.00026958i,0.00065517-0.0002388i,0.00074065-0.00027479i
-0.001631+0.0019837i,-0.00095831+0.0026596i,-0.0015107+0.0035i,-0.0013614+0.0034078i,-0.00078783+0.0031647i,-0.00041507+0.0028632i,-0.0006145+0.0016855i,-0.00061047+0.00018412i,0.00019701-0.00020606i,0.00051136-0.00033041i,-0.00018724-0.0010076i,-0.00096494-0.0014264i,-0.00026716-0.00086525i,0.00072545+0.00016486i,0.00048834+0.00069802i,0.00023284+0.00020607i,0.00079178-0.00067417i,0.001181-0.00054348i,0.00059469-0.00017886i,0.00039211-5.3518e-05i,0.00053952-0.00052048i,0.00089416-0.00078806i,0.00079038-3.9378e-05i
-0.0012245+0.00022459i,-0.00083554-0.00048448i,-0.00010662-0.00052904i,0.00020887+0.0010897i,0.00052262+0.0027339i,0.0010045+0.0020386i,0.0013746+0.0011135i,0.0013346+0.0010815i,0.0009447+0.001192i,0.00044623+0.00066053i,-0.0001831-4.8539e-05i,-0.0009786-0.00086486i,-0.0011134-0.0016477i,-0.00077425-0.00068112i,-0.00011904+0.00052473i,0.00029259+0.00038559i,5.9233e-05+0.00038626i,0.00019939+0.0012673i,0.00037774+0.0020585i,0.00062394+0.0012478i,0.00070703+0.00034544i,0.00068318+0.00020684i,0.00046135+0.00016458i
0.0014863-0.00091185i,0.0014899-0.0012671i,0.00077637-0.0012779i,-0.00069109-0.00039595i,-0.00074393-5.2612e-05i,6.5591e-05+0.00058141i,0.0008121+0.00095366i,0.00056142+0.00077683i,5.073e-06-3.3026e-05i,-0.00043146-0.00015848i,-0.0015327-0.00031552i,-0.0015906-0.0010762i,-0.0011369-0.00018699i,-0.0010001+0.00063674i,-0.00073582+0.00047547i,-0.00029505+0.00073307i,-0.00014891+0.00046684i,0.00021905+0.00023243i,0.00062532+0.00050537i,0.0007444+0.00092478i,0.00069154+0.00069868i,0.00029519-0.00054466i,0.00037668-0.0010692i
0.00045874+0.0002486i,-0.00050104+0.0010046i,-0.0015934+4.4256e-06i,-0.0015656-0.00032029i,-0.00042683+0.00061627i,0.00019172+0.0013109i,0.00057578+0.0012713i,0.00082945+0.00066222i,0.00054594-0.0004686i,0.0002966-0.0016391i,7.7154e-05-0.0019133i,-0.00078995-0.0011243i,-0.00087745-0.00098033i,6.1821e-07-0.00095907i,0.00030336-0.00014066i,0.00071397+0.00014409i,0.00047548+9.6025e-05i,-0.00029585+5.3952e-05i,-0.0002094+0.00061278i,-9.9916e-05+0.00032021i,3.1935e-05-6.739e-05i,0.00046274+0.0005556i,0.00047507+0.00048925i
-3.4986e-05-0.001061i,0.00036862-0.0011577i,0.0007768-0.00025i,0.0003589+0.00027438i,0.00045423+0.00081085i,0.0014376+0.0015917i,0.0017804+0.0011268i,0.0012888+0.00037949i,0.00010175+0.00026693i,-0.00046907+0.00059452i,-0.00058199+2.5432e-05i,-0.00095879-0.00082194i,-0.00088007-0.00060997i,-0.00012418-0.00062037i,0.0004338-0.00050214i,0.00037098-9.9699e-05i,5.8079e-05+8.3255e-05i,0.00032225+8.9326e-05i,0.00029382-2.1196e-05i,-0.0002427+0.00016355i,-0.00020748-0.0003205i,0.000397-0.0011552i,0.00051092-0.00089513i
0.0019262-0.00051262i,0.001842-0.0015472i,0.0016241-0.0019415i,0.00084336-0.0013768i,-0.00043505-0.00084918i,-0.00050761-0.00043254i,0.00083672-0.00019121i,0.0020233-0.00019686i,0.0017419+0.00012106i,0.00072873-0.00093533i,-0.0011322-0.0018337i,-0.0024871-0.0017702i,-0.00154-0.0012345i,-0.00058466-0.0008519i,-0.00099287-0.00055515i,-0.00078862+0.00014877i,-0.00052051+0.00073718i,-0.00034352+0.00049804i,0.00042284+0.00039369i,0.00046275+0.00095132i,0.00033823+0.00074363i,-5.057e-05+3.6346e-05i,-0.00042649+0.00043849i
-0.0028558+0.0010425i,-0.0036693+0.00044813i,-0.0040772+0.0020261i,-0.0027423+0.0035894i,-0.00058372+0.0036712i,0.0012539+0.0032285i,0.0020927+0.0021792i,0.0014676+0.00067983i,0.00072138+0.00017172i,0.00032261-0.0002325i,-0.00034397-0.0012913i,-0.0010525-0.0013833i,-0.00093993-0.00056233i,-0.00075844-0.00039137i,-0.00069611-1.5327e-06i,-0.00048017+0.00039889i,5.8483e-05+0.00047531i,8.9437e-05+0.00044852i,-5.8518e-05+0.00062313i,0.00030133+0.00066542i,0.00032053+0.00068056i,0.00045643+0.00029628i,-0.00043959-0.00056647i
0.00024602-0.0014991i,-5.6964e-05-0.00056561i,0.00055132-0.0014863i,0.00081675-0.002177i,0.00022732-0.0010955i,-0.00049241+0.00040234i,-0.00034144+0.00063845i,0.00097467+0.00017984i,0.0015455-0.00020012i,0.00086435-0.00096344i,-4.7913e-05-0.0012551i,-0.0001499-0.00045719i,-0.00023952+0.00045003i,-0.00059971+0.00086874i,-0.00046393+0.00054697i,-0.00045933-0.00037549i,0.00028923-0.00088265i,0.00098647-0.000428i,0.00067503+0.00012476i,0.00083657+0.0010682i,0.000501+0.0014009i,0.00030788+0.00064473i,0.00023006-0.00037666i
0.0038787-0.0019674i,0.0029605-0.0021715i,0.0017723-0.0027885i,0.00060699-0.0015424i,7.3127e-05+0.00047807i,0.00063998+0.0011472i,0.0013826+0.00072804i,0.0010234+0.00015257i,0.00018598-0.00032134i,-0.00013636-0.001067i,-0.0006669-0.0012728i,-0.00099833-0.00036454i,-0.0012494+0.00043264i,-0.0011134+7.852e-05i,-0.00059014+0.00019198i,-0.00071554+0.00043454i,-0.00058758+0.00028493i,0.00016717+0.00056348i,0.00074618+0.00046092i,0.00090712-0.0001912i,0.00042269+2.0192e-05i,-6.126e-05+0.00056875i,0.00022478+0.0004628i
