-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
-0.00085634-0.0020208i,-0.0015237-0.0019481i,-0.0022613-0.0027168i,-0.0018725-0.0038749i,-0.0012413-0.0037472i,-0.0010835-0.0025349i,-0.00033837-0.00073094i,7.1229e-05+0.00013976i,0.00039404-0.00032789i,6.1596e-05-0.00035504i,-0.00051445+0.00016274i,-0.00048594+0.0002643i,-0.0007691+0.00095827i,-5.2407e-05+0.0011992i,0.00070944+0.0009265i,0.0010727+0.00053378i,0.00022146+5.5649e-05i,-0.00012576+0.00024606i,0.0003446+0.00038043i,-0.0002435+0.00063568i,-0.0010565+0.00065682i,-0.00084875+0.00043465i,-7.7514e-05+0.00032448i
-0.0023905-0.0009109i,-0.0025048-0.0021333i,-0.0024787-0.0022547i,-0.0013933-0.0017952i,0.00041218-0.0014167i,0.0013124-0.0017573i,0.0016155-0.0022878i,0.00074223-0.0010493i,-0.00024722-7.9802e-05i,-0.00082546-0.00027257i,-0.0010613-0.00019453i,-0.00012915+0.00036988i,0.00081483+0.00055888i,0.00055376+0.00036981i,0.00019192+0.0004207i,0.0006133+0.00023267i,0.0016021+8.7632e-05i,0.0013774-0.00013887i,0.00037716+0.00010895i,-0.00032998+0.00058525i,-0.0006956+0.00053634i,-0.00055211+5.1218e-05i,-0.00024943+0.00017312i
0.00108-0.00071455i,0.0011838-0.00077699i,0.0020402-0.001759i,0.00077211-0.0032205i,-0.0011745-0.0036038i,-0.0010501-0.0019067i,0.00029726-0.00065577i,0.00072354-0.00049458i,0.00055346-0.0001572i,0.00032113-0.00038243i,5.7886e-05-0.0010622i,-0.0005763-0.0006907i,-0.00039158+0.00028539i,0.00043218+0.00038582i,-7.2746e-05-0.00068184i,-0.00046217-0.00080591i,-0.00038613-0.00020237i,-0.00047853+6.6303e-05i,0.00025809+0.00013224i,0.0010688+0.00016906i,0.00098697+0.00040009i,0.00044538+0.00073823i,-0.00083162+0.0005667i
-0.0028746-9.2732e-05i,-0.0029337-0.00072567i,-0.0020281-0.0009001i,-0.0015126-0.0016749i,-0.0011599-0.0024276i,-0.00034269-0.0020076i,0.00031767-0.0010185i,0.00047077-0.00049825i,0.00027326+0.00034356i,0.00022941+0.00089862i,-0.00011267+0.0001027i,-0.00024542+3.1463e-06i,-0.00051562+0.0011323i,-0.0006816+0.00058038i,-0.00020686-0.00065788i,0.00042389-0.00020307i,4.8766e-05+0.00069968i,-0.000652+0.00024664i,-0.0003562-0.00011626i,-0.00041766+0.00018509i,-0.00025743+6.9318e-05i,0.00023106+4.9525e-06i,-8.3083e-05+0.00029026i
-0.00097635+1.0478e-05i,-0.00028773-0.00061362i,-3.1031e-06-0.00019506i,-0.00020813-0.00079218i,-0.00061674-0.0015184i,-0.00023904-0.0018169i,0.00061419-0.0014183i,1.9599e-05-0.00068257i,-0.00014566-0.0004834i,0.00066992-0.00061531i,0.00055873-0.0010492i,-0.00053157-0.00046157i,-0.00052757+0.00049576i,0.00038062+0.00066454i,0.00065689+0.00070263i,0.00084604+0.00050701i,0.00028203-2.1343e-05i,-0.00024087-0.00025979i,-0.00019271-0.000104i,-0.00047694+7.8745e-05i,-0.00065172-0.00024401i,-0.00075902-0.00025583i,-0.00082999+0.00011462i
-0.00011668+0.0018239i,0.00082235+0.0014583i,0.0012528+0.0002177i,0.0017584-0.0014798i,0.0017646-0.0021184i,0.00068625-0.001993i,0.00022197-0.0015848i,0.00036805-0.00095189i,0.00055038-0.00088752i,0.00069487-0.00083651i,0.00071159-0.00011163i,0.00034744-8.7367e-05i,-1.0742e-05-0.00075083i,0.00021965-0.00045006i,0.0007317-0.00013606i,0.00067782+0.00010133i,0.00012801+0.00045336i,-0.00021426-0.00025293i,0.00013671-0.00043287i,0.00062971+3.0294e-05i,0.00050954+0.00037043i,3.3346e-05+0.00012193i,-0.00042702-0.00020226i
0.0028559+0.00012485i,0.004208-0.00084747i,0.0040514-0.0018053i,0.0015635-0.0037299i,0.00076148-0.0040391i,0.0014469-0.0024428i,0.0010024-0.0014652i,0.00047666-0.0011292i,0.00018612-0.00071874i,-0.00026854-0.00061762i,-0.00075067-0.00019464i,-0.00074041+0.00067117i,-9.0086e-05+0.00060865i,-0.00031014+0.00032162i,-0.00011887+0.00045741i,0.00047255+0.0003123i,-0.00042954-0.00060705i,-0.001057-0.0011997i,-0.00065398-0.00093798i,-0.00031408-0.00033812i,-0.00015063-0.00079654i,-0.0005766-0.00054717i,-0.00093141+0.00042527i
0.003475+0.0010862i,0.0021548-0.0004374i,0.0017852-0.0020447i,0.00050893-0.0038174i,-0.0010727-0.0043778i,-0.0011055-0.0022935i,-0.0011344-0.00089727i,-0.00070423-0.00084491i,0.00057084-0.00084013i,0.00088888-0.00058844i,-0.00011602-0.00017758i,-0.00088417-0.00048794i,-0.0012021-0.00055944i,-0.00058322-0.00095032i,5.0713e-05-0.0011477i,-0.00025006-0.00037864i,-0.000338-0.00022022i,-0.00088502+9.6872e-05i,-0.0010335+0.00012693i,-0.00087516+0.00010841i,-0.00071445-1.0243e-06i,-0.00031082+3.6582e-06i,-0.00038639+0.00013655i
0.0011282-0.0012221i,0.001237-0.00268i,0.00091715-0.0042456i,0.00019864-0.0052664i,7.3268e-05-0.0044966i,0.00021264-0.0019494i,0.00011965-0.00035051i,5.6157e-05-0.00066481i,0.00010076-0.0010847i,-0.00033564-0.0010432i,-0.0014446-0.00098438i,-0.0011414-0.00022212i,-0.00056143+0.0002635i,-0.00050308+0.00013957i,0.00025212+0.00037592i,0.00068441+0.00077757i,0.00032974+0.00057925i,0.0003383+0.00031295i,-1.5311e-05+0.00026946i,-0.0002904+0.00038449i,-8.9596e-05+0.00058051i,-0.00075463+0.00056401i,-0.0010871+0.00037674i
0.00050825+0.00066129i,0.0011484+0.0011263i,0.00034432-0.00027671i,-0.0010618-0.0023272i,-0.0018725-0.0025397i,-0.00060987-0.0019508i,0.00025846-0.0019558i,0.00034104-0.0019156i,0.00062505-0.0010269i,8.7499e-05-0.00021534i,-0.00068657+0.00028243i,-0.0013897+0.00041895i,-0.0012198+0.0002325i,-0.00050563+0.00047506i,-0.00025937+0.00015119i,0.00044835-0.00023366i,0.00019645-0.00038671i,-0.00049773-0.00055248i,0.00017328-0.00023451i,0.00081178-0.00048522i,0.00037612-0.00078442i,-0.00038302-1.2009e-05i,-0.00037706+0.00048041i
-0.0018494-0.0013936i,-0.0021224-0.0013442i,-0.0021507-0.0020353i,-0.0021769-0.0029823i,-0.0014257-0.0023283i,-0.00051857-0.0018609i,-0.00016523-0.0015369i,-0.00053974-0.00091401i,5.9449e-05-0.00078375i,0.00054399-0.00085498i,-1.186e-05-0.00092057i,0.00022763-0.00035396i,0.0003209+0.00067624i,0.00013053+0.0010307i,0.00039264+0.00034537i,0.00039396+0.00034614i,0.00015558+0.00044749i,0.00030595-0.00018446i,0.00043881-0.0011451i,0.00056084-0.000999i,0.00072465-0.00070432i,0.00065406-0.00059646i,-0.00018246+0.00014261i
-0.00047414+0.00063379i,-0.001145+0.00093404i,-0.0015629+0.00030631i,-0.00031116-0.00064837i,0.00035943-0.00073394i,-0.00035854-0.00056257i,-0.00036704-0.00096318i,3.6165e-05-0.00078167i,0.00061371-0.00046113i,0.00065978+0.00031988i,-0.0004684+0.00091622i,-0.00041741+0.0012149i,0.00019118+0.00088498i,-0.0006205-2.3697e-05i,-0.00040236+6.8899e-05i,0.00034793+0.00035622i,4.5865e-05-0.00041527i,-0.00026041-0.00098044i,-0.00064902-0.00061031i,-0.00046685-0.00086442i,0.00029347-0.00084118i,0.00021581-0.00048847i,-0.00030373-0.00046874i
-0.00088098-0.00012379i,-2.2792e-05+9.8417e-05i,0.00034898-0.00036599i,-0.0005497-0.0024945i,-0.0013147-0.0029098i,-0.00090861-0.0016361i,-0.00016428-0.0011118i,8.9614e-05-0.00076911i,0.00057363+0.00036779i,0.00086628+0.00094874i,0.00063669+0.00027164i,0.00059177-0.00013884i,0.00076319+0.00072232i,0.00087171+0.00098049i,0.00057768+2.7554e-05i,-9.3989e-06+0.00017157i,-0.00021179-6.5391e-05i,-0.00032995-0.00011234i,-0.00033362-6.1034e-05i,-0.00040813-0.00084521i,-0.00029815-0.0011735i,-0.0009927-0.0002597i,-0.0013099+0.00068365i
-0.001913-0.00011373i,-0.0012758+0.00016728i,-0.0011241+0.00072692i,-0.0012679-0.00020842i,-0.00074707-0.0012067i,0.00016629-0.00044343i,0.0010037-0.00040459i,0.00066823-0.00083315i,0.00035528-0.00063289i,0.00057285-0.00045406i,0.00079653+0.00015415i,0.00033306+0.0019122i,0.00037448+0.001871i,0.0010417+0.0012016i,0.0008784+0.0012279i,0.00048728+0.00090461i,0.00015655+0.00023436i,-0.00037262-0.00045849i,-0.00054188-0.00013578i,-0.00082515+0.00030839i,-0.00086924-0.00013751i,8.8775e-05-0.00027898i,0.00068737+0.00029697i
-0.00014542-0.00067979i,-0.0010352-0.00093958i,-0.0012699-0.0017737i,-0.0010097-0.002742i,-0.0013742-0.0027815i,-0.0012778-0.002724i,-0.00073765-0.0019071i,-0.00039832-0.00078652i,0.00014868+9.9146e-05i,0.0011712+0.00019729i,0.0012205+4.2822e-05i,0.00087072+0.00031773i,0.00067345+0.00095938i,5.1156e-05+0.00082628i,0.00030213-0.00032732i,0.00023316-0.00022475i,8.4634e-05+0.00030722i,0.00059798+0.00011872i,0.0002031+0.00030164i,-0.00060984+0.00068865i,-0.00035306+0.00071546i,0.00011761-6.0167e-06i,0.00095669-0.00042438i
0.00048427-0.00040281i,0.0011452-0.0020997i,0.0020864-0.0032888i,0.00153-0.0037946i,0.00039981-0.0035198i,0.00023753-0.0022467i,-0.00027346-0.0010342i,-0.00057406-0.00054518i,0.00013876-0.00014212i,0.00035466+0.00051827i,-1.4672e-05+0.00037402i,-0.00027798-7.7811e-05i,-0.0001455+8.937e-05i,0.00017617+0.00076097i,0.00053717+0.0013621i,0.00044062+0.00078582i,-0.00015262+0.00077664i,-0.00075576+0.000614i,-0.00033392-1.1802e-05i,0.00011078-0.00016401i,0.00043299-0.00020839i,-3.2347e-05+0.00011463i,-0.00037057-0.00032345i
-0.0001131+0.00063203i,7.6075e-05+0.0002242i,5.5394e-05-0.00047838i,-0.00051022-0.0017599i,-0.00074964-0.0028856i,-0.00036288-0.002162i,0.00035856-0.0010169i,0.00049972-0.00094534i,-0.00057921-0.001035i,-0.00083339-0.00073794i,7.0357e-05-0.00018594i,0.00016773+0.00038678i,-0.00053477+0.00028778i,-0.00093892+0.00059099i,-0.00018169+0.0011909i,0.00071847+0.00035619i,0.00086655-0.00099516i,-7.4289e-05-0.0012229i,-0.00085494-0.00069909i,-0.00060094-0.00014288i,-0.0003362+0.0006074i,-0.00056346+0.0010738i,-0.00023089+0.00080277i
0.0015139-0.00178i,0.0015409-0.0032556i,0.00053388-0.0052143i,-0.00073575-0.0054972i,-0.00064723-0.003641i,-0.00028301-0.0018437i,0.00031323-0.00096636i,1.1741e-05-0.00035635i,-0.00071497-0.0004536i,-0.00099468-0.00081759i,-0.0011005-0.00073005i,-0.00025452+9.3982e-05i,0.00023593+0.00085149i,-0.00044045+0.00048635i,-0.00061241+0.00040053i,-0.00057206+0.00056868i,-0.00071202+0.00013166i,-0.00024068-0.00024713i,0.00059966-0.00048816i,0.00042121-0.00044961i,-0.00030481-0.00063435i,-0.00056474-0.00060835i,-0.00057824-0.00045728i
-0.00027329-0.00066369i,-0.0012195-0.00039085i,-0.0017231-0.0013833i,-0.00065534-0.0032747i,6.4624e-05-0.0035033i,0.00058169-0.0022393i,0.00091171-0.0016706i,0.00041749-0.001499i,0.00044486-0.0003913i,0.00087199+0.00077136i,0.00064622+0.00046169i,-7.1843e-05+0.00029926i,-6.7636e-05+0.00032093i,0.00040594+0.00052016i,2.0176e-06+0.00061114i,1.0742e-05+0.00037384i,1.7057e-05-0.00029929i,-0.00011097-0.00087607i,-6.7399e-05-0.00029544i,0.00014947+0.00058524i,-9.3204e-05+0.0010778i,-0.00074399+0.0010484i,-0.00041454+0.00062981i
0.0014521-0.0016206i,0.00085769-0.0025209i,0.00052345-0.0036582i,0.00042484-0.0041886i,-0.00050878-0.0044343i,-0.00094748-0.0036984i,7.9217e-05-0.0028369i,0.00025235-0.0021424i,0.00035085-0.00053476i,0.00045294-0.00035178i,-0.00033759-0.0006731i,-0.00052831-9.2462e-05i,-2.7901e-05+0.00029578i,0.00026017+0.00047561i,6.3788e-05+0.00061677i,-0.00035141+0.00057492i,-0.00034657-6.9204e-05i,0.00016868-0.0005861i,1.8944e-05-6.7525e-05i,-0.00078059+0.00064435i,-0.0011257+0.0013317i,-0.00029446+0.0014416i,0.00050654+0.00085046i
-0.0010064-0.00041809i,-0.00092868-0.00083655i,-0.001658-0.0015792i,-0.0020545-0.0023619i,-0.0010528-0.0021715i,0.00014773-0.0014111i,0.00088204-0.0009703i,0.00026215-0.00096505i,-0.00045155-0.00037173i,0.00012241+0.00046353i,4.7876e-06+0.00053341i,-0.00012988+0.00014282i,0.00023944+0.00047016i,0.000542+0.00082348i,0.00071448+0.00039104i,0.00091097-0.00058145i,0.00057797-0.0010777i,-0.00034148-0.00035082i,-0.0012396+0.00034702i,-0.0013939+0.00017989i,-0.00090362-0.00021162i,-0.00067568-0.00030606i,-0.0008527-0.00041403i
0.0020012+0.00063267i,0.0027352+0.00074856i,0.0016844+0.00042228i,0.000489-0.0018809i,0.00033855-0.0040408i,0.00018387-0.0028547i,0.0005382-0.00089464i,0.0009918-0.00063665i,0.00078405-0.00063153i,0.00017234-0.00033589i,-0.00031942-0.0006127i,-0.0005525-0.00059181i,-0.00096597-0.00041942i,-0.00037386+0.00091237i,0.00032147+0.0016331i,-0.00021905+0.00094277i,-0.00036126+0.00057047i,-4.6757e-05-5.1357e-05i,2.4554e-05-0.00093722i,0.00038088-0.00086587i,0.00039753-0.00034537i,0.00040968-0.00045061i,0.00060497-0.00067476i
-0.00068754+0.00051185i,0.0011467-0.00053585i,0.0015948-0.0013632i,0.00096674-0.0021958i,6.9329e-05-0.0022648i,1.6638e-05-0.0021631i,0.00063808-0.0014686i,0.0013296+0.00031871i,0.001104+0.00071521i,0.00020138-0.00015864i,-0.00026032-0.0006705i,-0.00011778-0.00070584i,-0.00018139-0.0009523i,-0.00080122-0.00084758i,-0.00059136-0.0002488i,-0.00021012-0.0005367i,-0.001005-0.0006402i,-0.0018843-0.00022304i,-0.0016135-7.4141e-05i,-0.00094334-4.4569e-05i,-0.00024624-0.00024888i,0.00042467-0.00077173i,0.00028554-0.0016213i
-0.0019004+0.0027078i,-0.0016955+0.0017142i,-0.00063759+0.0013363i,0.0010251-9.1952e-05i,0.0015145-0.0012517i,0.00095338-0.0015317i,0.00099926-0.0014745i,0.0010117-0.0013974i,0.00046571-0.001168i,0.00054463-0.00018602i,0.00073505+0.00053312i,0.00013069+0.0008654i,-0.00018535+0.00086172i,9.5775e-05-0.00010249i,0.0005897+0.00014256i,0.00030608+0.00064959i,-0.00049828+0.00012551i,-0.00026767-0.00029206i,0.00058741-0.00014279i,0.00072946+0.00030653i,-9.6881e-05+2.7787e-05i,-0.00036658-0.00029262i,0.00030085-0.00014394i
0.0023557+0.0010714i,0.0024065-0.0002188i,0.0028044-0.0019672i,0.0020688-0.0041247i,0.00021312-0.0038879i,-0.00067167-0.0019986i,-0.00038174-0.001164i,-0.00020745-0.00098954i,-0.0005116-0.00064324i,-0.00051093-0.00062822i,-0.0003605-0.0011442i,-0.00038652-0.0012723i,-0.0001638-0.00086912i,-0.00011055-0.00035193i,5.555e-05+0.00013634i,-4.8197e-05-8.7499e-05i,0.00036274-0.00018265i,0.00044931+7.7396e-05i,-4.8477e-05-0.00050144i,-0.0002957-0.0012353i,-0.0003269-0.0014554i,-0.00069352-0.0013675i,-0.0012323-0.0012668i
0.00066312+0.0026449i,0.00021748+0.00086615i,0.0012161-0.0013118i,0.0019631-0.0036886i,0.0012033-0.0049644i,4.0439e-05-0.0034323i,0.00020825-0.0017632i,0.0006796-0.0013548i,-1.8946e-05-0.00098568i,-1.5006e-05-0.0003819i,0.00030658-0.00027531i,-0.00014955+0.00010193i,-0.00060271+0.00035145i,-0.00022815+4.4317e-05i,0.00047318-0.0003925i,-5.8637e-05-0.00045877i,-0.0015181-6.7523e-05i,-0.0014861+0.00017228i,-0.00073978+0.00023157i,-0.00037284+0.00054948i,-0.00030687+0.00038822i,-0.00016993-0.00031241i,0.00023386-0.00079638i
-0.00087741+0.0018161i,5.1986e-05+0.00096088i,0.0011534-0.00037303i,0.0016661-0.002421i,0.00084684-0.0035982i,5.1342e-05-0.0033242i,3.2307e-05-0.0019677i,0.00015916-0.0006318i,-0.00018185-0.00021023i,-0.00018719-0.00026691i,-0.00018521-0.00031355i,-0.00028439+0.00022366i,6.3483e-05+0.00085938i,0.0003358+0.00060717i,0.00061676+0.00023767i,0.00074522+3.8222e-05i,0.00019175-0.00094357i,-0.000164-0.0013455i,5.77e-05-0.00080347i,0.00062859+1.0285e-05i,0.00055767+0.00012006i,0.00016877-0.00036888i,0.00041202+0.00010026i
0.00082598-3.5023e-05i,0.0013259+0.00038032i,0.0010771-0.00046768i,0.00033095-0.0010436i,-0.00032166-0.0017001i,0.00063014-0.0018948i,0.0017407-0.0011788i,0.0011461-0.00019285i,0.00024435+0.00011766i,8.3296e-05+0.00054774i,0.0002498+0.00084342i,1.0166e-05+0.00043983i,-0.00034628+0.00034191i,-0.00024947-0.00033385i,0.00063755-0.00037921i,0.0012675+2.4989e-05i,0.00088421-0.00035305i,0.00025578-0.00069747i,-8.6736e-05+2.7718e-05i,-0.00016984+0.00013392i,0.00029805-0.00070367i,0.00053585-0.00096732i,0.00011911-0.001064i
-0.0017993-0.0016894i,-0.001184-0.0023248i,-0.0013313-0.0033527i,-0.0016527-0.0031763i,-0.00186-0.0026241i,-0.00022061-0.0021563i,0.00087617-0.0015104i,0.00079138-0.000995i,0.0003521-0.00070437i,-0.0008922-0.00051136i,-0.0012654+0.00015812i,-0.0011933+0.00075171i,-0.00017964+0.00079887i,0.0003806+0.0010238i,0.00031125+0.0011254i,0.00043179+0.00034541i,0.00032197-0.0010966i,-0.00014182-0.0013694i,-0.00032154-0.00066544i,-6.1166e-06-0.00033162i,6.7343e-05-0.00011457i,0.00043823-9.6673e-05i,0.00078116+0.00011045i
-0.0017363-0.00023773i,-0.0013713+0.00020382i,-0.0015586+0.00043096i,-0.0017502-0.00042273i,-0.0010754-0.00031704i,-0.00038384-0.0003813i,-0.0010695-0.00028268i,-0.00081441+5.0122e-05i,-0.00025854-0.00034095i,-0.00026557-0.00057759i,-0.00048639-0.00013858i,-0.00053954+0.00032397i,-5.0483e-05+0.00051842i,0.00059593+0.00023348i,0.00051752-0.000177i,8.8238e-05-0.00011336i,-0.00022042-0.00029872i,-0.00014153-0.00031223i,0.00011435+0.00017128i,-0.00017491+0.00083239i,-0.00029528+0.00056379i,-0.00044438-0.00022043i,-0.00011515+0.00014879i
0.0012194-0.0018798i,0.00079419-0.0015024i,0.0001551-0.0022826i,-0.00053799-0.0037596i,-0.00065183-0.0041748i,0.00028539-0.0028285i,0.00092764-0.001253i,0.00059657-0.001042i,0.00068272-0.00088337i,0.00077358-0.00060505i,-3.6222e-05-0.00031378i,-0.00066754+0.0003565i,-0.00082011+0.0011088i,-0.00079635+0.0016267i,9.6322e-05+0.0013433i,0.0015132+0.00054004i,0.0016124+0.00033114i,0.00026446-7.0883e-05i,-0.00054664-0.00027785i,-0.00027562-0.0010484i,2.9672e-05-0.0013906i,-0.0002761-0.00042032i,-0.00071271-0.00031113i
-0.0014688-0.0018208i,-0.00064881-0.0025681i,-0.00050205-0.0033455i,-0.0012574-0.0034315i,-0.0014646-0.0029273i,-0.0005251-0.0013649i,0.000247-0.00036542i,0.00058443-0.00014308i,0.00033019+0.00049658i,0.00015749+0.00070709i,-0.00018403-0.00014046i,-0.00074013+0.00016025i,-0.0014466+0.00070929i,-0.0012215+0.00049075i,-0.00058244+0.00079962i,-0.00033989+0.0006794i,0.00025005-3.201e-05i,0.00015252-0.00017643i,-0.00013668+3.8166e-05i,0.00018863+0.00048306i,-5.0119e-05+0.00073575i,-0.00035946-4.1154e-05i,-0.0001041-0.00051094i
-8.6299e-05-0.0011137i,-9.5768e-05-0.0011599i,0.0004753-0.0025139i,-0.00038645-0.0030041i,-0.00057439-0.0024651i,0.00025703-0.0011349i,0.00030599-0.00058673i,0.00018398-0.00077129i,0.00016804-3.516e-07i,0.00010496+0.00024102i,-0.00036068+0.00012425i,-0.0010014+6.897e-05i,-0.00045797+0.00032788i,-0.00011243+0.00050267i,0.00027674-0.0001582i,0.00027569-9.5802e-05i,6.9451e-05-3.1581e-05i,-0.00042147-0.00033954i,-0.00083998-0.00046178i,-6.4314e-05-0.00018054i,-2.464e-05+0.0001008i,0.00012279-0.00017969i,9.6052e-05-0.00059232i
-0.00050055+0.00086543i,0.00042551-0.00060345i,0.00074872-0.00076435i,0.00060514-0.00070721i,0.00010089-0.00098174i,-0.00030243-0.0014729i,0.00037174-0.0014009i,0.00012303-0.00026003i,-0.00026382+2.8968e-05i,0.00025505+0.00024951i,0.00029211+0.00064278i,-3.5905e-05-0.00032227i,0.0001609-0.00030026i,0.00092622+0.00045746i,0.00038349+0.00051586i,-0.00052667+0.00049396i,-0.00025831-0.00013617i,0.00039654-0.00028079i,0.00018251+0.00015123i,0.00018257+9.5621e-06i,0.00022283+0.00023121i,-0.00011015+0.00093424i,-0.00033816+0.00096379i
3.8368e-05+0.00027864i,0.00024468-0.0010713i,0.0010804-0.001143i,0.0016662-0.0021659i,0.0011367-0.0029347i,0.00075964-0.0018974i,0.00071985-0.0014435i,0.00097676-0.0014028i,0.0010727-0.0011207i,0.00041858-0.0008619i,-0.00049049-0.00047208i,-0.0015959+8.8744e-05i,-0.0016061+0.00041013i,-0.00014329+6.9077e-06i,0.00099306-0.00054017i,0.0010082-0.00033713i,0.00026735-0.00044581i,-0.0002204+1.2532e-05i,-8.6357e-05+0.00067291i,-0.00080869+0.00033047i,-0.0011061-6.3751e-06i,-0.00061924+0.00036997i,-0.0001013+0.00034711i
0.0016861+0.00054719i,0.0029796-0.00094917i,0.0026242-0.0017319i,0.0013553-0.0026961i,0.0012178-0.0037833i,0.00069467-0.0032305i,0.0006208-0.0019043i,0.00034435-0.0010209i,-0.0001303-0.00083188i,-2.5212e-05-0.00076745i,2.7898e-05-0.00042955i,-6.2095e-05+0.00050164i,-0.00032394+0.0016457i,-0.00017076+0.001206i,0.00029439-0.00040038i,0.00029165-0.0011744i,-0.00021326-0.00082746i,-0.0010394+0.00012221i,-0.0011915+0.00024531i,-4.4308e-05-0.00044331i,2.3165e-05-3.0878e-05i,-0.00021464+4.6281e-05i,-5.7096e-05-0.00024106i
-0.001929+0.0026171i,-0.00061091+0.0021595i,1.2203e-06+0.0006575i,-0.00017964-0.0011951i,0.00035012-0.0020201i,0.00038139-0.0018392i,-6.6851e-05-0.0012622i,-1.2582e-05-0.0010306i,0.00023928-0.00042737i,0.00029614+0.00062834i,-9.4516e-05+0.00091869i,-0.00055909+0.0012165i,-0.00060559+0.00073669i,-0.00042298-7.0128e-05i,-5.9045e-05+0.00056649i,0.00043648+0.00026319i,0.00050846-0.00073532i,-0.00017044-6.7721e-05i,-0.00039916+0.00090705i,-4.3553e-05+0.0010347i,0.00025647+0.00065635i,2.0607e-05+3.4103e-05i,0.00037534+8.7472e-05i
0.0010432-0.0017589i,0.00086031-0.0026878i,0.00078582-0.0033745i,0.00025356-0.0043118i,-0.00061566-0.0050805i,-0.0009028-0.003592i,0.00095727-0.0015831i,0.0010503-0.00013112i,0.00040203-2.4364e-05i,0.00058462-0.0010023i,-0.00034382-0.0012735i,-0.0011297-0.00060388i,-0.0017804+0.00029857i,-0.0013866+0.00076093i,-0.0005208+0.00038245i,-0.00011572+0.0003408i,0.00011163+0.0002612i,-6.5187e-05-0.00036852i,-0.00066777-0.00046661i,-0.00038462+8.085e-05i,-0.0005-7.348e-05i,-0.0010963-0.00044408i,-0.00089563-0.00019492i
-0.0010878-0.0016795i,-0.0010012-0.001419i,-0.0014795-0.0012353i,-0.0020843-0.0012866i,-0.0021327-0.00068477i,-0.0012426+4.0262e-05i,-0.00023288-0.00048643i,0.00033797-0.00059557i,0.0001265-0.00025922i,-0.0002895-0.00039679i,0.00023718-0.00075323i,0.00040474-0.00018997i,0.00042312+0.0005192i,0.00028206+0.0010808i,0.00016922+0.0010975i,-0.00023499+0.00020869i,-0.00011295-0.00016998i,2.9509e-06+0.00022429i,-0.00020762+0.00034277i,-0.0002004+0.00043961i,-2.3119e-06+0.00044292i,0.00053556+0.00046052i,0.00058585+0.00046182i
-0.00096452+0.00052099i,-0.00050459+0.00058198i,-0.0005628+0.00033619i,-0.00044745-0.00068478i,0.00021374-0.0011982i,0.0011098-0.0011821i,0.00075501-0.0013231i,0.00028542-0.0015081i,1.2743e-05-0.00096925i,6.6856e-06-0.00050769i,-0.00017084-0.00042423i,-0.00068953-0.00021279i,-0.00036196+0.0005232i,0.00033989+0.00073991i,0.00073209-5.1072e-05i,0.00024492-0.00054623i,-7.7679e-05-0.00058349i,0.00075747-0.0005177i,0.00064137-3.9529e-05i,-0.00038186+0.00026068i,-0.00077394+0.00014248i,-0.00043713+6.4225e-05i,-0.00043974+1.1865e-05i
0.0017362+0.0012577i,0.0019919-0.0007083i,0.0024909-0.0025009i,0.0024426-0.003429i,0.0017038-0.0031367i,0.00073884-0.0017771i,0.00014568-0.0010515i,0.00019119-0.00038535i,0.00043307-0.0001297i,0.00039772-0.00072938i,-2.56e-05-0.0014264i,-0.00023489-0.0017548i,0.00036145-0.0012384i,0.00051237+4.6201e-05i,0.00027611+0.0005691i,5.0031e-05+0.00041826i,-0.000663-1.4324e-05i,-0.0011851-0.00061932i,-0.00042587-0.00069986i,-0.00019674-0.00032876i,-0.0010025-0.00018166i,-0.0007881-0.00078843i,0.00021758-0.00037447i
0.00042967+0.0021649i,0.001321+0.0013449i,0.0011727+0.00012404i,0.00046166-0.0017214i,0.0012702-0.002525i,0.00068707-0.0015378i,-5.8522e-06-0.0011364i,0.00022223-0.001567i,0.00026651-0.0013937i,0.00043434-0.0014905i,0.00057239-0.0012914i,0.00054455-0.00082506i,-0.00011168-0.00029811i,-9.7583e-05+0.00017912i,0.00033176+0.00015881i,0.00024114-4.9113e-05i,0.0002358-0.000564i,0.00035174-0.00014638i,-0.00015361+0.00048533i,0.00054391+0.00059235i,0.00081501+0.00048832i,0.00047302-0.00015426i,0.00060342-0.00040167i
-0.0001937+0.00087703i,-0.00071322-0.00075111i,-0.00012748-0.0017449i,0.0003968-0.0029585i,1.0661e-05-0.0036585i,2.6033e-05-0.0028715i,0.00062407-0.0020695i,0.00095682-0.001867i,2.504e-05-0.00070621i,-0.00039632+7.7602e-05i,-0.00012619+5.6874e-05i,7.6677e-05+0.0002055i,0.00037626+0.0001981i,0.00019345-0.00023061i,0.00038284-0.00031469i,0.00069806-0.00063005i,0.00042723-0.0014684i,0.00026789-0.0016657i,0.00017205-0.0010463i,3.835e-05-0.00048279i,-0.00026862+5.8974e-05i,-0.00052007+0.00070469i,-0.00035197+0.00071276i
